Interview number (ongoing),Serial number (if provided),Questionnaire that has been used in the interview,Language,Random Generator: Code drawn,starost: [01],pol,mesto: [01],mesto_opstina,mesto_latitude,mesto_longitude,region,mesto_osn: [01],etnicitet,etnicitet: Drugo,country,država,država: Drugo,obrazovanje,obrazovanje_oca,obrazovanje_majke,educationgross,judgment,item condition,INFvDPC,benchmark gram,Modality,wurm,phasal
160,CASE000159,list2,srp,2,19,2,Prokuplje,Prokuplje,43.2343484,21.5884422,5,Prokuplje,4,,Serbia,4,,3,3,4,10,,phapreda+,2,,,,
169,CASE000167,list2,srp,2,19,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Novi Sad,4,,Serbia,4,,3,4,3,10,,phapreda+,2,,,,
170,CASE000165,list1,srp,1,23,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Novi Sad,4,,Serbia,4,,3,3,3,9,5,phapreda+,2,,,,
171,CASE000166,list1,srp,1,24,2,Bačka Palanka,Bačka Palanka,45.2497012,19.3966495,4,Bačka Palanka,4,,Serbia,4,,3,2,3,8,5,phapreda+,2,,,,
174,CASE000172,list1,srp,1,21,1,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Novi Sad,4,,Serbia,4,,3,3,5,11,5,phapreda+,2,,,,
175,CASE000173,list2,srp,2,19,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Loznica,4,,Serbia,4,,3,3,4,10,,phapreda+,2,,,,
177,CASE000176,list1,srp,1,19,2,Kruševac,Kruševac,43.58264,21.3264811,6,Kruševac,4,,Serbia,4,,3,3,4,10,5,phapreda+,2,,,,
180,CASE000178,list2,srp,2,23,1,Vladimirovac,Alibunar,45.0318784,20.8654002,4,Vladimirovac,6,Rumun,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
185,CASE000181,list1,srp,1,20,2,Mladenovo,Bačka Palanka,45.2497012,19.3966495,4,Mladenovo,4,,Serbia,4,,3,3,3,9,5,phapreda+,2,,,,
186,CASE000179,list1,srp,1,22,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Temerin,4,,Serbia,4,,4,3,3,10,5,phapreda+,2,,,,
187,CASE000184,list2,srp,2,20,1,Senta,Senta,45.9312407,20.0901597,4,Senta,4,,Serbia,4,,3,4,4,11,,phapreda+,2,,,,
189,CASE000188,list1,srp,1,19,2,Šabac,Šabac,44.7571535,19.6953972,6,Šabac,4,,Serbia,4,,3,3,4,10,5,phapreda+,2,,,,
191,CASE000190,list2,srp,2,20,1,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Novi Sad,4,,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
201,CASE000197,list1,srp,1,20,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Novi Sad,4,,Serbia,4,,3,3,3,9,4,phapreda+,2,,,,
202,CASE000199,list1,srp,1,22,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Vršac,4,,Serbia,4,,3,3,3,9,5,phapreda+,2,,,,
203,CASE000200,list1,srp,1,21,2,Vrbas,Vrbas,45.568028,19.6470089,4,Vrbas,4,,Serbia,4,,3,2,3,8,5,phapreda+,2,,,,
208,CASE000204,list2,srp,2,23,1,Bajina Bašta,Bajina Bašta,43.9712226,19.5660149,6,Bajina Bašta,4,,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
211,CASE000210,list1,srp,1,22,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Novi Sad,4,,Serbia,4,,3,3,4,10,5,phapreda+,2,,,,
217,CASE000216,list1,srp,1,20,2,Novi Bečej,Novi Bečej,45.5952571,20.1343581,4,Novi Bečej,4,,Serbia,4,,3,3,3,9,5,phapreda+,2,,,,
223,CASE000220,list2,srp,2,20,2,Novi Bečej,Novi Bečej,45.5952571,20.1343581,4,Novi Bečej,4,,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
224,CASE000221,list2,srp,2,19,2,Sremska Kamenica,Sremska Kamenica,45.2551338,19.8451756,6,Sremska Kamenica,4,,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
228,CASE000226,list2,srp,2,21,1,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Subotica,4,,Serbia,4,,3,4,3,10,,phapreda+,2,,,,
231,CASE000230,list1,srp,1,24,2,Inđija,Inđija,45.0478559,20.0807338,4,Novi Sad,4,,Serbia,4,,4,3,3,10,5,phapreda+,2,,,,
232,CASE000229,list1,srp,1,22,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Novi Sad,4,,Serbia,4,,3,4,4,11,5,phapreda+,2,,,,
235,CASE000233,list1,srp,1,20,2,Ruski Krstur,Kula,43.8874059,22.5203916,4,Ruski Krstur,6,Rusinka,Serbia,4,,3,3,3,9,4,phapreda+,2,,,,
237,CASE000236,list1,srp,1,20,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Šid,6,Slovakinja,Serbia,4,,3,3,3,9,3,phapreda+,2,,,,
239,CASE000234,list2,srp,2,24,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Novi Sad,4,,Serbia,4,,4,3,4,11,,phapreda+,2,,,,
241,CASE000238,list2,srp,2,20,1,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Novi Sad,5,,Serbia,4,,3,4,4,11,,phapreda+,2,,,,
242,CASE000240,list2,srp,2,21,1,Šabac,Šabac,44.7571535,19.6953972,6,Šabac,4,,Serbia,4,,3,4,3,10,,phapreda+,2,,,,
245,CASE000243,list1,srp,1,21,2,Sremska Kamenica,Sremska Kamenica,45.2551338,19.8451756,6,Sremska Kamenica,4,,Serbia,4,,3,3,3,9,5,phapreda+,2,,,,
248,CASE000247,list2,srp,2,22,2,Bela Crkva,Bela Crkva,44.901587,21.422117,4,Bela Crkva,4,,Serbia,4,,4,3,3,10,,phapreda+,2,,,,
250,CASE000249,list2,srp,2,22,2,Zrenjanin,Zrenjanin,45.3802683,20.3907614,4,Zrenjanin,4,,Serbia,4,,3,5,4,12,,phapreda+,2,,,,
252,CASE000251,list1,srp,1,19,2,Stejanovci,Ruma,45.0078322,19.8187834,4,Sremska Mitrovica,4,,Serbia,4,,3,3,3,9,4,phapreda+,2,,,,
260,CASE000258,list1,srp,1,23,2,Međa,Žitište,45.4833996,20.5519957,4,Međa,4,,Serbia,4,,3,3,2,8,4,phapreda+,2,,,,
266,CASE000264,list2,srp,2,23,1,Zrenjanin,Zrenjanin,45.3802683,20.3907614,4,Zrenjanin,4,,Serbia,4,,3,4,4,11,,phapreda+,2,,,,
267,CASE000265,list2,srp,2,27,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Kula,4,,Serbia,4,,4,4,3,11,,phapreda+,2,,,,
270,CASE000268,list2,bos,2,19,2,Bijeljina,Bijeljina,44.7568464,19.2156628,1,Bijeljina,4,,Bosnia and Herzegovina,1,,3,3,3,9,,phapreda+,2,,,,
273,CASE000272,list2,srp,2,22,2,Bački Jarak,Temerin,45.4096587,19.8901507,4,Bački Jarak,4,,Serbia,4,,4,4,4,12,,phapreda+,2,,,,
275,CASE000274,list2,srp,2,20,2,Titel,Titel,45.2043941,20.3060414,4,Titel,4,,Serbia,4,,3,4,3,10,,phapreda+,2,,,,
277,CASE000276,list2,srp,2,21,2,Šabac,Šabac,44.7571535,19.6953972,6,Šabac,4,,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
280,CASE000279,list1,srp,1,Novi Sad,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Novi Sad,4,,Serbia,4,,3,4,4,11,4,phapreda+,2,,,,
282,CASE000281,list1,srp,1,20,1,Vranje,Vranje,42.5558337,21.8976673,5,Vranje,4,,Serbia,4,,3,3,3,9,5,phapreda+,2,,,,
285,CASE000284,list2,srp,2,20,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Novi Sad,4,,Serbia,4,,3,5,4,12,,phapreda+,2,,,,
288,CASE000286,list1,bos,1,21,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Zvornik,4,,Serbia,4,,3,4,4,11,5,phapreda+,2,,,,
291,CASE000290,list1,srp,1,21,2,Bor,Bor,44.0778456,22.0991779,5,Bor,4,,Serbia,4,,3,3,4,10,5,phapreda+,2,,,,
299,CASE000297,list1,srp,1,19,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Novi Sad,4,,Serbia,4,,3,3,3,9,2,phapreda+,2,,,,
301,CASE000300,list1,srp,1,22,2,Sombor,Sombor,45.7727397,19.1147036,4,Sombor,3,,Serbia,4,,3,3,3,9,3,phapreda+,2,,,,
304,CASE000303,list2,srp,2,20,2,Beograd,Beograd,44.8178131,20.4568974,7,Beograd,4,,Serbia,4,,3,4,4,11,,phapreda+,2,,,,
309,CASE000308,list1,srp,1,21,1,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Novi Sad,4,,Serbia,4,,3,4,4,11,5,phapreda+,2,,,,
312,CASE000311,list1,srp,1,21,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Novi Sad,4,,Serbia,4,,3,3,3,9,2,phapreda+,2,,,,
314,CASE000313,list2,srp,2,19,1,Gornji Milanovac,Gornji Milanovac,44.0243159,20.4600377,6,Gornji Milanovac,4,,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
318,CASE000317,list1,srp,1,21,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Novi Sad,4,,Serbia,4,,3,4,3,10,3,phapreda+,2,,,,
320,CASE000319,list2,srp,2,20,1,Temerin,Temerin,45.4096587,19.8901507,4,Temerin,4,,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
326,CASE000325,list2,srp,2,20,2,Bačka Palanka,Bačka Palanka,45.2497012,19.3966495,4,Bačka Palanka,4,,Serbia,4,,3,2,3,8,,phapreda+,2,,,,
328,CASE000327,list2,srp,2,19,2,Bačka Palanka,Bačka Palanka,45.2497012,19.3966495,4,Bačka Palanka,4,,Serbia,4,,3,4,4,11,,phapreda+,2,,,,
330,CASE000329,list1,srp,1,26,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Senta,4,,Serbia,4,,3,3,3,9,4,phapreda+,2,,,,
334,CASE000333,list2,srp,2,20,1,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Novi Sad,6,"polu-Srbin, polu-Mađar",Serbia,4,,3,3,3,9,,phapreda+,2,,,,
339,CASE000338,list2,srp,2,20,1,Čačak,Čačak,43.8914332,20.3491624,6,Čačak,4,,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
343,CASE000342,list1,srp,1,21,2,Sremska Mitrovica,Sremska Mitrovica,44.9701654,19.6124132,4,Sremska Mitrovica,4,,Serbia,4,,3,3,3,9,5,phapreda+,2,,,,
346,CASE000345,list1,srp,1,19,1,Ruma,Ruma,45.0078322,19.8187834,4,Ruma,4,,Serbia,4,,5,3,4,12,5,phapreda+,2,,,,
366,CASE000365,list1,srp,1,23,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Novi Sad,4,,Serbia,4,,3,3,3,9,3,phapreda+,2,,,,
368,CASE000367,list2,srp,2,19,1,Sombor,Sombor,45.7727397,19.1147036,4,Valjevo,4,,Serbia,4,,3,3,4,10,,phapreda+,2,,,,
371,CASE000370,list1,srp,1,20,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Novi Sad,4,,Serbia,4,,3,3,3,9,5,phapreda+,2,,,,
373,CASE000372,list1,srp,1,22,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Vršac,4,,Serbia,4,,3,3,4,10,4,phapreda+,2,,,,
375,CASE000374,list2,srp,2,22,2,Niš,Niš,43.3211301,21.8959232,5,Niš,4,,Serbia,4,,3,5,4,12,,phapreda+,2,,,,
378,CASE000377,list2,srp,2,22,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Adaševci,4,,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
385,CASE000384,list1,srp,1,20,2,Kisač,Novi Sad,45.2551338,19.8451756,4,Kisač,4,,Serbia,4,,3,3,3,9,5,phapreda+,2,,,,
390,CASE000389,list2,srp,2,20,2,Bačka Palanka,Bačka Palanka,45.2497012,19.3966495,4,Bačka Palanka,4,,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
394,CASE000393,list1,hrv,1,25,1,Zagreb,Zagreb,45.8426414,15.9622315,2,Zagreb,3,,Croatia,3,,4,4,4,12,2,phapreda+,2,,,,
402,CASE000401,list1,qaa,1,23,2,Tivat,Tivat,42.4303762,18.6988104,3,Tivat,2,,Montenegro,2,,5,5,5,15,3,phapreda+,2,,,,
413,CASE000412,list2,qaa,2,24,2,Tivat,Tivat,42.4303762,18.6988104,3,Tivat,4,,Montenegro,2,,4,5,4,13,,phapreda+,2,,,,
415,CASE000414,list1,qaa,1,25,2,Tivat,Tivat,42.4303762,18.6988104,3,Tivat,2,,Montenegro,2,,4,4,3,11,5,phapreda+,2,,,,
417,CASE000416,list1,qaa,1,52,1,Herceg Novi,Herceg Novi,42.4517622,18.5367516,3,Herceg Novi,4,,Montenegro,2,,3,3,2,8,5,phapreda+,2,,,,
419,CASE000418,list1,qaa,1,25,1,Herceg Novi,Herceg Novi,42.4517622,18.5367516,3,Herceg Novi,4,,Montenegro,2,,4,4,4,12,5,phapreda+,2,,,,
426,CASE000425,list1,qaa,1,43,1,Beograd,Beograd,44.8178131,20.4568974,7,Kotor,4,,Serbia,4,,5,5,4,14,5,phapreda+,2,,,,
431,CASE000430,list2,srp,2,21,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Bor,4,,Serbia,4,,3,4,4,11,,phapreda+,2,,,,
435,CASE000432,list1,srp,1,19,2,Bor,Bor,44.0778456,22.0991779,5,Bor,4,,Serbia,4,,3,3,4,10,,phapreda+,2,,,,
437,CASE000433,list1,srp,1,44,2,Bor,Bor,44.0778456,22.0991779,5,Bor,4,,Serbia,4,,3,3,4,10,2,phapreda+,2,,,,
439,CASE000436,list1,srp,1,22,1,Bor,Bor,44.0778456,22.0991779,5,Bor,4,,Serbia,4,,3,5,5,13,4,phapreda+,2,,,,
446,CASE000445,list2,srp,2,24,2,Niš,Niš,43.3211301,21.8959232,5,Bor,4,,Serbia,4,,3,5,4,12,,phapreda+,2,,,,
448,CASE000447,list2,srp,2,23,2,Beograd,Beograd,44.8178131,20.4568974,7,Bor,4,,Serbia,4,,3,4,3,10,,phapreda+,2,,,,
450,CASE000449,list1,qaa,1,45,1,Kotor,Kotor,42.4248515,18.7710437,3,Kotor,4,,Montenegro,2,,5,4,4,13,5,phapreda+,2,,,,
453,CASE000452,list2,qaa,2,64,1,Glavatičići,Tivat,42.4303762,18.6988104,3,Radanovići,4,,Montenegro,2,,3,2,2,7,,phapreda+,2,,,,
455,CASE000454,list1,srp,1,27,2,Novi Pazar,Novi Pazar,43.1363535,20.5112273,6,Novi Pazar,1,,Serbia,4,,5,3,5,13,5,phapreda+,2,,,,
463,CASE000462,list2,srp,2,16,2,Novi Pazar,Novi Pazar,43.1363535,20.5112273,6,Novi Pazar,1,,Serbia,4,,2,3,4,9,,phapreda+,2,,,,
467,CASE000466,list2,srp,2,20,1,Vršac,Vršac,45.1211263,21.2960485,4,Vršac,4,,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
470,CASE000469,list1,srp,1,19,2,Vršac,Vršac,45.1211263,21.2960485,4,Vršac,4,,Serbia,4,,3,3,4,10,5,phapreda+,2,,,,
472,CASE000468,list1,srp,1,22,2,Vršac,Vršac,45.1211263,21.2960485,4,Vršac,4,,Serbia,4,,3,3,3,9,5,phapreda+,2,,,,
474,CASE000473,list2,srp,2,20,3,Vršac,Vršac,45.1211263,21.2960485,4,Vršac,4,,Serbia,4,,3,5,4,12,,phapreda+,2,,,,
476,CASE000475,list2,srp,2,17,2,Vršac,Vršac,45.1211263,21.2960485,4,Vršac,4,,Serbia,4,,2,4,4,10,,phapreda+,2,,,,
481,CASE000479,list1,srp,1,18,2,Vršac,Vršac,45.1211263,21.2960485,4,Vršac,4,,Serbia,4,,2,5,5,12,4,phapreda+,2,,,,
484,CASE000477,list1,srp,1,16,2,Vršac,Vršac,45.1211263,21.2960485,4,Vršac,6,Grkinja/ Srpkinja,Serbia,4,,2,4,4,10,2,phapreda+,2,,,,
485,CASE000478,list1,srp,1,16,1,Vršac,Vršac,45.1211263,21.2960485,4,Vršac,4,,Serbia,4,,2,3,4,9,4,phapreda+,2,,,,
487,CASE000486,list1,srp,1,18,1,Vršac,Vršac,45.1211263,21.2960485,4,Vršac,6,rumun,Serbia,4,,3,4,4,11,4,phapreda+,2,,,,
489,CASE000488,list2,srp,2,17,2,Vršac,Vršac,45.1211263,21.2960485,4,Vršac,4,,Serbia,4,,2,4,4,10,,phapreda+,2,,,,
491,CASE000490,list2,srp,2,20,1,Vršac,Vršac,45.1211263,21.2960485,4,Vršac,4,,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
494,CASE000493,list1,qaa,1,45,2,Podgorica,Podgorica,42.4415238,19.2621081,3,Sarajevo,4,,Montenegro,2,,3,3,3,9,4,phapreda+,2,,,,
497,CASE000496,list1,qaa,1,20,2,Podgorica,Podgorica,42.4415238,19.2621081,3,Podgorica,2,,Montenegro,2,,3,4,5,12,5,phapreda+,2,,,,
499,CASE000498,list1,qaa,1,22,2,podgorica,Podgorica,42.4415238,19.2621081,3,podgorica,2,,Montenegro,2,,4,3,3,10,3,phapreda+,2,,,,
504,CASE000501,list1,srp,1,26,1,Bor,Bor,44.0778456,22.0991779,5,Bor,4,,Serbia,4,,4,3,3,10,4,phapreda+,2,,,,
505,CASE000503,list1,qaa,1,23,2,Podgorica,Podgorica,42.4415238,19.2621081,3,Podgorica,2,,Montenegro,2,,4,4,5,13,5,phapreda+,2,,,,
507,CASE000506,list2,srp,2,33,2,Bor,Bor,44.0778456,22.0991779,5,Donji Milanovac,4,,Serbia,4,,5,3,3,11,,phapreda+,2,,,,
509,CASE000508,list2,qaa,2,24,2,Podgorica,Podgorica,42.4415238,19.2621081,3,Podgorica,2,,Montenegro,2,,4,4,4,12,,phapreda+,2,,,,
512,CASE000510,list2,qaa,2,23,2,Podgorica,Podgorica,42.4415238,19.2621081,3,Podgorica,2,,Montenegro,2,,4,4,4,12,,phapreda+,2,,,,
515,CASE000513,list1,qaa,1,23,2,Podgorica,Podgorica,42.4415238,19.2621081,3,Podgorica,2,,Montenegro,2,,4,4,3,11,5,phapreda+,2,,,,
518,CASE000516,list2,qaa,2,23,2,Tivat,Tivat,42.4303762,18.6988104,3,Tivat,2,,Montenegro,2,,4,5,5,14,,phapreda+,2,,,,
522,CASE000521,list2,srp,2,47,2,Beograd,Beograd,44.8178131,20.4568974,7,Bor,4,,Serbia,4,,4,4,4,12,,phapreda+,2,,,,
524,CASE000523,list2,qaa,2,24,2,Podgorica,Podgorica,42.4415238,19.2621081,3,Podgorica,2,,Montenegro,2,,5,2,3,10,,phapreda+,2,,,,
526,CASE000525,list1,qaa,1,22,2,Podgorica,Podgorica,42.4415238,19.2621081,3,Podgorica,2,,Montenegro,2,,3,3,4,10,5,phapreda+,2,,,,
531,CASE000530,list1,srp,1,51,2,Bor,Bor,44.0778456,22.0991779,5,Bor,4,,Serbia,4,,4,3,2,9,5,phapreda+,2,,,,
542,CASE000541,list2,qaa,1,20,1,Vršac,Vršac,45.1211263,21.2960485,4,Vršac,4,,Serbia,4,,3,5,5,13,,phapreda+,2,,,,
543,CASE000540,list1,srp,2,26,1,Podgorica,Podgorica,42.4415238,19.2621081,3,Podgorica,2,,Montenegro,2,,4,3,3,10,3,phapreda+,2,,,,
549,CASE000548,list1,qaa,1,19,1,Podgorica,Podgorica,42.4415238,19.2621081,3,Podgorica,2,,Montenegro,2,,3,4,3,10,2,phapreda+,2,,,,
551,CASE000550,list2,qaa,2,23,2,Podgorica,Podgorica,42.4415238,19.2621081,3,Podgorica,2,,Montenegro,2,,5,5,5,15,,phapreda+,2,,,,
558,CASE000557,list2,srp,2,31,2,Bor,Bor,44.0778456,22.0991779,5,Bor,4,,Serbia,4,,5,4,3,12,,phapreda+,2,,,,
560,CASE000559,list2,srp,2,45,2,Bor,Bor,44.0778456,22.0991779,5,Bor,4,,Serbia,4,,3,4,3,10,,phapreda+,2,,,,
562,CASE000561,list2,srp,2,20,2,Bor,Bor,44.0778456,22.0991779,5,Bor,4,,Serbia,4,,3,5,3,11,,phapreda+,2,,,,
565,CASE000563,list1,srp,1,40,2,Bor,Bor,44.0778456,22.0991779,5,Bor,4,,Serbia,4,,4,3,4,11,5,phapreda+,2,,,,
567,CASE000566,list2,srp,2,44,2,Bor,Bor,44.0778456,22.0991779,5,Bor,4,,Serbia,4,,4,4,3,11,,phapreda+,2,,,,
569,CASE000568,list1,srp,1,30,1,Brestovac kod Bora,Bor,44.0778456,22.0991779,5,Brestovac kod Bora,5,,Other,5,Španija,5,3,4,12,5,phapreda+,2,,,,
571,CASE000570,list1,qaa,1,23,2,Podgorica,Podgorica,42.4415238,19.2621081,3,Podgorica,4,,Montenegro,2,,3,3,4,10,1,phapreda+,2,,,,
577,CASE000576,list1,srp,1,18,1,Kragujevac,Kragujevac,44.0130251,20.91925,6,Kragujevac,4,,Serbia,4,,3,3,3,9,5,phapreda+,2,,,,
579,CASE000575,list1,srp,1,22,2,Kragujevac,Kragujevac,44.0130251,20.91925,6,Kragujevac,4,,Serbia,4,,3,4,3,10,5,phapreda+,2,,,,
581,CASE000580,list1,srp,1,21,2,Kragujevac,Kragujevac,44.0130251,20.91925,6,Kragujevac,4,,Serbia,4,,3,3,3,9,1,phapreda+,2,,,,
583,CASE000582,list2,srp,2,22,2,Kragujevac,Kragujevac,44.0130251,20.91925,6,Kragujevac,4,,Serbia,4,,3,3,4,10,,phapreda+,2,,,,
588,CASE000587,list1,qaa,1,23,2,Tivat,Tivat,42.4303762,18.6988104,3,Tivat,2,,Montenegro,2,,4,4,4,12,2,phapreda+,2,,,,
592,CASE000591,list2,qaa,2,32,1,Podgorica,Podgorica,42.4415238,19.2621081,3,Zabjelo,2,,Montenegro,2,,4,4,4,12,,phapreda+,2,,,,
596,CASE000595,list2,srp,2,23,2,Subotica,Subotica,46.1002058,19.6653273,4,Subotica,4,,Serbia,4,,3,4,4,11,,phapreda+,2,,,,
602,CASE000601,list2,srp,2,20,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Novi Sad,6,Rusinka,Serbia,4,,3,4,5,12,,phapreda+,2,,,,
605,CASE000604,list2,bos,2,15,2,Brčko,Brčko,44.8771222,18.8095022,1,Brčko,4,,Bosnia and Herzegovina,1,,2,3,4,9,,phapreda+,2,,,,
607,CASE000606,list2,srp,2,31,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Kladovo,5,,Serbia,4,,3,5,3,11,,phapreda+,2,,,,
610,CASE000609,list1,srp,1,32,1,Inđija,Inđija,45.0478559,20.0807338,4,Inđija,4,,Serbia,4,,3,3,3,9,5,phapreda+,2,,,,
612,CASE000611,list1,bos,1,17,2,Zvornik,Zvornik,44.3854067,19.1027717,1,Zvornik,4,,Bosnia and Herzegovina,1,,2,4,4,10,5,phapreda+,2,,,,
617,CASE000614,list1,srp,1,20,1,Kladovo,Kladovo,44.6093983,22.6136517,5,Kladovo,4,,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
620,CASE000619,list2,srp,2,28,1,Novi Bečej,Novi Bečej,45.5952571,20.1343581,4,Novi Bečej,4,,Serbia,4,,4,4,4,12,,phapreda+,2,,,,
621,CASE000618,list2,srp,2,15,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Novi Sad,4,,Serbia,4,,2,3,4,9,,phapreda+,2,,,,
626,CASE000624,list2,bos,2,20,2,Bijeljina,Bijeljina,44.7568464,19.2156628,1,Bijeljina,4,,Bosnia and Herzegovina,1,,3,4,4,11,,phapreda+,2,,,,
627,CASE000625,list2,bos,2,21,2,Bijeljina,Bijeljina,44.7568464,19.2156628,1,Bijeljina,4,,Bosnia and Herzegovina,1,,4,4,4,12,,phapreda+,2,,,,
632,CASE000630,list2,bos,2,60,1,Kalesija,Tuzla,44.5391105,18.675193,1,Kalesija,4,,Bosnia and Herzegovina,1,,4,2,1,7,,phapreda+,2,,,,
633,CASE000631,list1,srp,1,26,2,Subotica,Subotica,46.1002058,19.6653273,4,Čantavir,4,,Serbia,4,,3,3,3,9,4,phapreda+,2,,,,
640,CASE000637,list2,srp,2,26,2,Subotica,Subotica,46.1002058,19.6653273,4,Subotica,4,,Serbia,4,,3,3,2,8,,phapreda+,2,,,,
642,CASE000638,list1,bos,1,17,2,Zvornik,Zvornik,44.3854067,19.1027717,1,Zvornik,4,,Bosnia and Herzegovina,1,,2,3,3,8,4,phapreda+,2,,,,
643,CASE000639,list2,srp,2,20,1,Kladovo,Kladovo,44.6093983,22.6136517,5,Kladovo,4,,Serbia,4,,3,4,3,10,,phapreda+,2,,,,
645,CASE000644,list2,srp,2,21,2,Vršac,Vršac,45.1211263,21.2960485,4,Vršac,4,,Serbia,4,,3,2,3,8,,phapreda+,2,,,,
647,CASE000646,list1,bos,1,56,2,Mrkonjić Grad,Mrkonjić Grad,44.4166023,17.0842585,1,Podrašnica,4,,Bosnia and Herzegovina,1,,4,2,1,7,5,phapreda+,2,,,,
654,CASE000653,list1,bos,1,25,2,Nevesinje,Nevesinje,43.2580197,18.1136607,1,Nevesinje,4,,Bosnia and Herzegovina,1,,4,3,3,10,,phapreda+,2,,,,
657,CASE000655,list1,bos,1,25,1,Mostar,Mostar,43.3435855,17.8076584,1,Mostar,4,,Bosnia and Herzegovina,1,,3,3,3,9,1,phapreda+,2,,,,
658,CASE000652,list1,bos,1,"56,za koji dan",2,Nevesinje,Nevesinje,43.2580197,18.1136607,1,Kifino selo,4,,Bosnia and Herzegovina,1,,3,2,2,7,5,phapreda+,2,,,,
659,CASE000656,list1,bos,1,22,2,Nevesinje,Nevesinje,43.2580197,18.1136607,1,Nevesinje,4,,Bosnia and Herzegovina,1,,3,3,4,10,5,phapreda+,2,,,,
661,CASE000660,list2,bos,2,20,2,Nevesinje,Nevesinje,43.2580197,18.1136607,1,Nevesinje,4,,Bosnia and Herzegovina,1,,3,3,4,10,,phapreda+,2,,,,
663,CASE000662,list1,srp,1,46,2,Sremski Karlovci,Sremski Karlovci,45.2030463,19.9338336,4,Novi Sad,4,,Serbia,4,,3,4,3,10,5,phapreda+,2,,,,
666,CASE000664,list2,srp,2,21,1,Inđija,Inđija,45.0478559,20.0807338,4,Novi Sad,4,,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
669,CASE000667,list2,srp,2,36,1,Zrenjanin,Zrenjanin,45.3802683,20.3907614,4,Zrenjanin,4,,Other,5,Holandija,5,4,4,13,,phapreda+,2,,,,
671,CASE000668,list2,srp,2,21,2,Vranje,Vranje,42.5558337,21.8976673,5,Vranje,4,,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
672,CASE000670,list1,bos,1,23,1,Nevesinje,Nevesinje,43.2580197,18.1136607,1,Nevesinje,4,,Bosnia and Herzegovina,1,,4,3,3,10,5,phapreda+,2,,,,
674,CASE000673,list2,srp,2,59,2,Novi Bečej,Novi Bečej,45.5952571,20.1343581,4,Novi Bečej,5,,Serbia,4,,3,3,2,8,,phapreda+,2,,,,
677,CASE000676,list1,bos,1,38,1,Bileća,Bileća,42.87207,18.4284847,1,Bileća,4,,Bosnia and Herzegovina,1,,4,2,2,8,3,phapreda+,2,,,,
679,CASE000678,list2,bos,2,22,2,Novi Sad,Novi Sad,45.2551338,19.8451756,4,Lopare,4,,Serbia,4,,3,3,3,9,,phapreda+,2,,,,
683,CASE000682,list1,srp,1,23,1,Subotica,Subotica,46.1002058,19.6653273,4,Subotica,4,,Serbia,4,,3,4,4,11,5,phapreda+,2,,,,
